facility_type,source,name,epoch_name,operator,country,lat,lon,geo_precision,power_mw_it,h100_equivalents,chip_types,users,energy_companies,capex_usd_bn,address,ref,city,utility,osm_id,matched_osm
traditional,osm,Eir Hosting Services,,Eir,IE,53.295354,-6.415998,exact,,,,,,,,,Citywest,,51335423,
traditional,osm,Amazon DUB-2,,Amazon Web Services,IE,53.291533,-6.416345,exact,,,,,,,,DUB2,Citywest,,51336797,
traditional,osm,TelemaxX IPC1,,TelemaxX Telekommunikation GmbH,DE,49.013492,8.347257,exact,,,,,,,,,Karlsruhe,,51763539,
traditional,osm,NTT RagingWire DC - Hillsboro,,NTT,US,45.54968,-122.937387,exact,,,,,,,,HI1,Hillsboro,,52059176,
traditional,osm,Centersquare IAD1-B,,Centersquare,US,39.023868,-77.415209,exact,,,,,,,,IAD1-B,Sterling,Dominion (VEPCO),52094269,
traditional,osm,Centersquare IAD1-A,,Centersquare,US,39.023298,-77.413212,exact,,,,,,,,IAD1-A,Sterling,Dominion (VEPCO),52094270,
traditional,osm,Centersquare IAD1-C,,Centersquare,US,39.024754,-77.412204,exact,,,,,,,,IAD1-C,Sterling,Dominion (VEPCO),52094294,
traditional,osm,Flexential Minneapolis - Chaska,,Flexential,US,44.851612,-93.598896,exact,,,,,,,,,Chaska,,52227492,
traditional,osm,Pearl Plaza Office Building,,,US,39.74523,-104.979332,exact,,,,,,,,,Denver,,52958203,
traditional,osm,DataHarbour,,"ООО ""ДатаПорт""",RU,51.717784,39.288336,exact,,,,,,,,,,,53023722,
traditional,osm,Fujitsu Data Centre,,,GB,51.481141,0.270096,exact,,,,,,,,SDC01,,,53045250,
traditional,osm,Centrale TIM Trento Nord,,TIM,IT,46.08465,11.11508,exact,,,,,,,,,,,53189075,
traditional,osm,Rostelecom Novosibirsk,,Rostelecom,RU,55.073731,82.960441,exact,,,,,,,,,,,53454428,
traditional,osm,,,,CH,47.392958,8.499651,exact,,,,,,,,,Zürich,,54054377,
traditional,osm,Csquare SFO2,,Csquare,US,37.397572,-121.980963,exact,,,,,,,,SFO2,Santa Clara,,54119665,
traditional,osm,Csquare SFO2,,Csquare,US,37.398638,-121.981156,exact,,,,,,,,SFO2,Santa Clara,,54119667,
traditional,osm,QTS Santa Clara 1,,Quality Technology Services,US,37.393986,-121.978321,exact,,,,,,,,,Santa Clara,,54121151,
traditional,osm,CoreSite SV3,,CoreSite,US,37.375158,-121.971714,exact,,,,,,,,SV3,Santa Clara,,54173383,
traditional,osm,CoreSite SV6,,CoreSite,US,37.376302,-121.972084,exact,,,,,,,,SV6,,,54173753,
traditional,osm,CoreSite SV8,,CoreSite,US,37.377383,-121.97184,exact,,,,,,,,SV8,,,54173755,
traditional,osm,DARZ - Darmstädter Rechenzentrum,,,DE,49.876894,8.642682,exact,,,,,,,,,,,54244323,
traditional,osm,CoreSite SV5,,CoreSite,US,37.375196,-121.970689,exact,,,,,,,,SV5,,,54383196,
traditional,osm,CoreSite SV9,,CoreSite,US,37.375555,-121.969605,exact,,,,,,,,SV9,,,54383197,
traditional,osm,,,,DE,51.520458,7.488183,exact,,,,,,,,,Dortmund,,54821769,
traditional,osm,Edgeconnex Toronto,,EdgeConneX,CA,43.809286,-79.342588,exact,,,,,,,,,North York,,55462937,
traditional,osm,Redcentric Byfleet,,Redcentric,GB,51.347565,-0.479947,exact,,,,,,,,,,,55873731,
traditional,osm,,,Мегафон,RU,54.958742,82.82898,exact,,,,,,,,,,,56245264,
traditional,osm,Digital Realty Toronto YYZ10,,,CA,43.838316,-79.323474,exact,,,,,,,,YYZ10,Markham,,56863431,
traditional,osm,,,,NL,52.299959,4.942931,exact,,,,,,,,AM1,Amsterdam,,57852902,
traditional,osm,,,,NL,52.303832,4.939281,exact,,,,,,,,,,,57853387,
traditional,osm,,,,NL,52.300563,4.942457,exact,,,,,,,,AM2,Amsterdam,,57853463,
traditional,osm,,,,NL,52.396324,4.851097,exact,,,,,,,,,,,57864798,
traditional,osm,,,,NL,52.396654,4.838685,exact,,,,,,,,,Amsterdam,,57865369,
traditional,osm,,,,NL,52.397041,4.839006,exact,,,,,,,,,Amsterdam,,57866665,
traditional,osm,nLighten Leeds,,nLighten,GB,53.699316,-1.397674,exact,,,,,,,,LBA1,,,57977045,
traditional,osm,Urbacon Data Centre,,,CA,43.740701,-79.620904,exact,,,,,,,,,,,58361249,
traditional,osm,,,Bouygues Télécom,FR,48.633604,7.769247,exact,,,,,,,,,,,58495009,
traditional,osm,QTS Santa Clara 2,,Quality Technology Services,US,37.392731,-121.978428,exact,,,,,,,,,,,58708529,
traditional,osm,Lunar 1&2,,Lunar Digital,GB,53.464492,-2.247531,exact,,,,,,,,,Manchester,,59191365,
traditional,osm,,,Telia,LT,54.687021,25.417512,exact,,,,,,,,,Vilnius,,59203756,
traditional,osm,Compass,,Compass,CA,43.601622,-79.528969,exact,,,,,,,,,,,59244466,
traditional,osm,STACK NVA01A - Northern Virginia,,Stack Infrastructure,US,39.004693,-77.44174,exact,,,,,,,,NVA01A,,Dominion (VEPCO),59294476,
traditional,osm,Netcetera,,,IM,54.089916,-4.629736,exact,,,,,,,,,Ballasalla,,59540985,
traditional,osm,Domicilium,,Domicilium,IM,54.087223,-4.641019,exact,,,,,,,,,Ballasalla,,59541005,
traditional,osm,Iron Mountain,,Iron Mountain,AU,-35.387632,149.170102,exact,,,,,,,,,,,59807454,
traditional,osm,CDC Hume Datacentre 2,,CDC,AU,-35.389021,149.167866,exact,,,,,,,,H2,,,59807473,
traditional,osm,Equinix Milan ML3,,Equinix,IT,45.354057,9.147332,exact,,,,,,,,,,,59973122,
traditional,osm,,,Fingerprint Technologies,FR,45.048619,5.086362,exact,,,,,,,,,,,61091773,
traditional,osm,Edinburgh SC-2,,Pulsant,GB,55.925724,-3.296223,exact,,,,,,,,SC-2,Edinburgh,,61123230,
traditional,osm,Orange Lyon Lumière - Centrale,,,FR,45.755101,4.863721,exact,,,,,,,,,,,62340941,
traditional,osm,Datacenter Société Generale,,Société Generale,FR,48.646336,2.498746,exact,,,,,,,,,,,62777045,
traditional,osm,O2Switch DC2,,O2Switch,FR,45.756636,3.134739,exact,,,,,,,,,,,62840519,
traditional,osm,Datacenter Groupe Casino,,Groupe Casino,FR,45.440615,4.40043,exact,,,,,,,,,,,63259490,
traditional,osm,Minnesota Gateway Data Center,,,US,44.971288,-93.254697,exact,,,,,,,,,Minneapolis,,63619642,
traditional,osm,,,Bouygues Télécom,FR,43.655073,7.147171,exact,,,,,,,,,,,63868212,
traditional,osm,Interxion PAR3,,Digital Realty,FR,48.914728,2.36239,exact,,,,,,,,,Saint-Denis,,63979423,
traditional,osm,Pulsant Reading East,,Pulsant,GB,51.456928,-0.941415,exact,,,,,,,,,Reading,,63983065,
traditional,osm,Interxion PAR5,,Digital Realty,FR,48.914184,2.362375,exact,,,,,,,,,Saint-Denis,,63983178,
traditional,osm,Datacenter Vega,,Natixis,FR,48.844726,2.804027,exact,,,,,,,,VEGA,,,63996094,
traditional,osm,ETIX Toulouse #1,,ETIX,FR,43.62534,1.487166,exact,,,,,,,,,,,64108260,
traditional,osm,,,,FR,49.438152,1.0973,exact,,,,,,,,,,,64201452,
traditional,osm,Cogent Rouen,,Cogent,FR,49.429072,1.075968,exact,,,,,,,,,,,65043676,
traditional,osm,Sartera,,,FR,47.996776,0.228472,exact,,,,,,,,,,,65551099,
traditional,osm,Datacenter IBO,,IBO,FR,45.784101,3.130834,exact,,,,,,,,,,,66670655,
traditional,osm,Datacenter IBM,,IBM,FR,45.807719,3.142387,exact,,,,,,,,,,,66911687,
traditional,osm,Rogers Data Center,,,CA,43.844291,-79.364859,exact,,,,,,,,,,,67138292,
traditional,osm,Equinix Markham TR5,,Equinix,CA,43.846849,-79.333177,exact,,,,,,,,TR5,,,67138303,
traditional,osm,Hôtel des Telecoms,,,FR,43.542672,1.509726,exact,,,,,,,,,Labège,,67893730,
traditional,osm,Eir Data Centre,,Eir,IE,53.400094,-6.216808,exact,,,,,,,,,,,68337029,
traditional,osm,Verizon Data Centre,,Verizon,IE,53.407345,-6.222629,exact,,,,,,,,,,,68337058,
traditional,osm,Vodafone Data Centre,,Vodafone,IE,53.40788,-6.222544,exact,,,,,,,,,,,68337079,
traditional,osm,Amazon Web Services,,Amazon Web Services,IE,53.405982,-6.225916,exact,,,,,,,,,,,68337136,
traditional,osm,Marseille Nedelec,,Orange,FR,43.302927,5.377224,exact,,,,,,,,,,,68937644,
traditional,osm,Digital Realty MRS1,,Digital Realty,FR,43.311016,5.373913,exact,,,,,,,,MRS1,,,68940404,
traditional,osm,Marseille St-Mauront,,Orange,FR,43.315149,5.374045,exact,,,,,,,,,,,68947782,
traditional,osm,Cork Internet Exchange (CIX),,Cork Internet Exchange (CIX),IE,51.903627,-8.512474,exact,,,,,,,,,Cork,,68996550,
traditional,osm,,,Bouygues Télécom,FR,47.436324,0.7033,exact,,,,,,,,,,,69380828,
traditional,osm,Groupe ADISTA,,ADISTA,FR,47.436023,0.695418,exact,,,,,,,,,Tours,,69382833,
traditional,osm,,,Bouygues Télécom,FR,49.381819,1.035146,exact,,,,,,,,,,,69428487,
traditional,osm,Free Pro - Datacenter Marseille (MAR02),,Free Pro (Ex. Jaguar Network - DCForData),FR,43.361203,5.33793,exact,,,,,,,,MAR02,,,69633445,
traditional,osm,IBM Building,,,US,42.649353,-73.752745,exact,,,,,,,,,Albany,,69827429,
traditional,osm,Datacenter Bouygues Télécom,,Bouygues Télécom,FR,48.776999,2.241927,exact,,,,,,,,,,,70206291,
traditional,osm,Datacenter Bouygues Télécom,,Bouygues Télécom,FR,48.776735,2.241944,exact,,,,,,,,,,,70207931,
traditional,osm,Datacenter Bouygues Télécom,,Bouygues Télécom,FR,48.769207,2.227568,exact,,,,,,,,,,,70456520,
traditional,osm,Rostelecom Ekaterinburg,,Rostelecom,RU,56.925235,60.610052,exact,,,,,,,,,Екатеринбург,,70659008,
traditional,osm,,,,FR,45.155331,5.740756,exact,,,,,,,,,,,70894641,
traditional,osm,WEDOS DC 1 Masarykova,,,CZ,49.052423,14.434692,exact,,,,,,,,,,,71054828,
traditional,osm,,,Verizon Wireless,US,42.326288,-83.076977,exact,,,,,,,,DTRT.PP2,Detroit,,71187940,
traditional,osm,Equinix,,Equinix,DE,53.64453,9.975203,exact,,,,,,,,HH1,Hamburg,,72016873,
traditional,osm,Orange - Aubervilliers,,Orange,FR,48.909318,2.394633,exact,,,,,,,,,,,72995274,
traditional,osm,Digital Realty Paris PAR5,,Digital Realty,FR,48.904265,2.371047,exact,,,,,,,,PAR5,Aubervilliers,,72996440,
traditional,osm,Datacenter Completel,,Completel,FR,48.910148,2.395234,exact,,,,,,,,,,,72996473,
traditional,osm,Datacenter Atos,,Atos,FR,48.909537,2.397167,exact,,,,,,,,,,,73003053,
traditional,osm,Datacenter Atos,,Atos,FR,48.909166,2.396911,exact,,,,,,,,,,,73005029,
traditional,osm,Interxion PAR2 - Bâtiment 501,,Digital Realty,FR,48.907206,2.369539,exact,,,,,,,,,Aubervilliers,,73005728,
traditional,osm,Equinix PA5,,Equinix,FR,48.905293,2.369791,exact,,,,,,,,PA5,Aubervilliers,,73007043,
traditional,osm,Equinix PA6,,Equinix,FR,48.910188,2.36823,exact,,,,,,,,PA6,,,73008524,
traditional,osm,Equinix PA4,,Equinix,FR,48.900328,2.422028,exact,,,,,,,,PA4,Pantin,,73120395,
traditional,osm,SFR,,SFR,FR,49.253173,1.177535,exact,,,,,,,,,,,73131890,
traditional,osm,Datacenter BNP,,BNP Paribas,FR,49.265222,1.221542,exact,,,,,,,,,,,73137489,
traditional,osm,Global Switch,,Global Switch,FR,48.900185,2.295322,exact,,,,,,,,,,,74475616,
traditional,osm,Digital Realty Toronto YYZ11,,Digital Realty,CA,43.778949,-79.540643,exact,,,,,,,,YYZ11,,,74658241,
traditional,osm,Telekom-Tower,,A1 / Telekom Austria,AT,47.066252,15.430343,exact,,,,,,,,,Graz,,74662577,
traditional,osm,Oscar,,Air France,FR,43.593422,1.370482,exact,,,,,,,,,,,74704589,
traditional,osm,Zayo Montpellier,,Zayo,FR,43.584662,3.871956,exact,,,,,,,,,,,75757106,
traditional,osm,,,SFR,FR,43.583151,3.870707,exact,,,,,,,,,,,75758209,
traditional,osm,Cogent Montpellier,,Cogent,FR,43.600915,3.862654,exact,,,,,,,,,,,75759038,
traditional,osm,,,,FR,43.619288,3.909096,exact,,,,,,,,,,,76181813,
traditional,osm,Cogent Toulouse,,Cogent,FR,43.620328,1.422554,exact,,,,,,,,,,,76296417,
traditional,osm,,,Bouygues Télécom,FR,43.634364,1.474935,exact,,,,,,,,,,,76322800,
traditional,osm,ETIX Toulouse #2,,ETIX,FR,43.619888,1.421353,exact,,,,,,,,,Toulouse,,76329433,
traditional,osm,OPCORE DC1,,OPCORE,FR,48.925384,2.223665,exact,,,,,,,,,,,76727775,
traditional,osm,,,,DE,51.929857,10.431754,exact,,,,,,,,,,,76884301,
traditional,osm,Canberra 1,,NextDC,AU,-35.245322,149.096239,exact,,,,,,,,C1,,,77626243,
traditional,osm,,,University of New Hampshire,US,43.14362,-70.952447,exact,,,,,,,,,,,79056848,
traditional,osm,Colt Paris 3,,Colt,FR,48.674746,2.197167,exact,,,,,,,,,Les Ulis,,79145624,
traditional,osm,VA3,,Digital Realty,US,38.948494,-77.327307,exact,,,,,,,,VA3,Reston,,79158387,
traditional,osm,IAD1,,Evocative,US,38.948812,-77.329414,exact,,,,,,,,IAD1,Reston,Dominion (VEPCO),79159494,
traditional,osm,Quadrivium QGEN01,,Quadrivium Digital,IT,44.401262,8.982696,exact,,,,,,,,,,,79191279,
traditional,osm,CoreSite Reston Campus VA1,,CoreSite,US,38.950606,-77.36455,exact,,,,,,,,,Reston,Dominion (VEPCO),79298926,
traditional,osm,CoreSite Reston VA3,,CoreSite,US,38.948334,-77.37243,exact,,,,,,,,,Reston,Dominion (VEPCO),79818498,
traditional,osm,,,SNCF,FR,45.724285,4.816492,exact,,,,,,,,,,,79891578,
traditional,osm,OVHcloud Roubaix - RBX6,,OVHcloud,FR,50.691711,3.199678,exact,,,,,,,,,,,80144821,
traditional,osm,OVHcloud Roubaix - RBX5,,OVHcloud,FR,50.69255,3.199326,exact,,,,,,,,,,,80148463,
traditional,osm,OVHcloud Roubaix - RBX2,,OVHcloud,FR,50.691455,3.201572,exact,,,,,,,,,,,80150551,
traditional,osm,OVHcloud Roubaix - RBX7,,OVHcloud,FR,50.691738,3.197938,exact,,,,,,,,,,,80150630,
traditional,osm,Paris St Amand,,Orange,FR,48.835106,2.307269,exact,,,,,,,,,,,80158243,
traditional,osm,Comarch Data Center,,Comarch ICT,FR,50.614719,3.103612,exact,,,,,,,,,,,80330028,
traditional,osm,SFR Netcenter Vénissieux,,SFR,FR,45.722407,4.862913,exact,,,,,,,,,,,80469752,
traditional,osm,,,Bouygues Télécom,FR,48.096527,-1.632189,exact,,,,,,,,,,,80703263,
traditional,osm,Bulk Data Centers Oslo Internet Exchange,,,NO,59.938696,10.83547,exact,,,,,,,,,,,80871917,
traditional,osm,,,Bouygues Télécom,FR,48.916044,2.41593,exact,,,,,,,,,,,81282298,
traditional,osm,,,Bouygues Télécom,FR,48.916165,2.41547,exact,,,,,,,,,,,81283176,
traditional,osm,Equinix GV2,,Equinix,CH,46.207942,6.098156,exact,,,,,,,,GV2,Le Lignon,,81307623,
traditional,osm,Orange Eastview,,,FR,48.863388,2.416165,exact,,,,,,,,,Bagnolet,,81617496,
traditional,osm,Rackspace London Slough (LON3),,Rackspace,GB,51.520086,-0.618973,exact,,,,,,,,LON3,,,81633700,
traditional,osm,Logicalis Slough,,,GB,51.520515,-0.621565,exact,,,,,,,,,Slough,,81633882,
traditional,osm,,,Bouygues Télécom,FR,50.613533,3.021997,exact,,,,,,,,,,,81708992,
traditional,osm,Oxya Datacenter,,,FR,50.616787,3.022294,exact,,,,,,,,,,,81727062,
traditional,osm,SFR Netcenter Rennes,,SFR,FR,48.109896,-1.613544,exact,,,,,,,,,,,81784724,
traditional,osm,Datacenter IBM - Grabels,,IBM,FR,43.642689,3.82989,exact,,,,,,,,,,,82894448,
traditional,osm,BT Blue,,,FR,48.100667,-1.40395,exact,,,,,,,,,,,82943291,
traditional,osm,Albiréo,,Albiant IT,FR,43.564786,2.267889,exact,,,,,,,,Saphir,,,83087845,
traditional,osm,,,Allianz,FR,48.795358,1.952495,exact,,,,,,,,,,,83651931,
traditional,osm,Datacenter Colt,,Colt,FR,48.81585,2.302863,exact,,,,,,,,,,,83795984,
traditional,osm,,,Bouygues Télécom,FR,45.684189,4.945124,exact,,,,,,,,,,,83943560,
traditional,osm,,,Bouygues Télécom,FR,45.684499,4.945092,exact,,,,,,,,,,,83944350,
traditional,osm,,,,DE,50.478519,12.337319,exact,,,,,,,,,,,84268716,
traditional,osm,Euclyde DC5,,Euclyde,FR,45.772485,4.871535,exact,,,,,,,,,,,84607738,
traditional,osm,,,SFR,FR,47.196666,-1.560672,exact,,,,,,,,,,,84699719,
traditional,osm,ETIX Nantes #3,,ETIX,FR,47.238125,-1.667616,exact,,,,,,,,,,,84917665,
traditional,osm,Cogent Lille,,Cogent,FR,50.637671,3.090406,exact,,,,,,,,,,,84942310,
traditional,osm,Alphacloud Datacenter,,Infrabel NV,BE,51.018159,4.496853,exact,,,,,,,,,,,85508743,
traditional,osm,Avalon 3,,Retelit,IT,45.448137,9.12062,exact,,,,,,,,,,,86005985,
traditional,osm,Equinix FR7,,Equinix,DE,50.09735,8.643191,exact,,,,,,,,,,,86258178,
traditional,osm,Equinix FR7,,Equinix,DE,50.097419,8.644312,exact,,,,,,,,,,,86258184,
traditional,osm,I.T.E.N.O.S. Frankfurt - B,,,DE,50.099626,8.631672,exact,,,,,,,,,Frankfurt am Main,,86339088,
traditional,osm,Equinix LD5,,Equinix,GB,51.522001,-0.629225,exact,,,,,,,,LD5,Slough,,86528807,
traditional,osm,,,servinga GmbH,DE,50.104428,8.619898,exact,,,,,,,,,,,86652477,
traditional,osm,,,FirstLight,US,43.076129,-70.80804,exact,,,,,,,,,Portsmouth,,87058670,
traditional,osm,ITSMZ,,,DE,53.888339,11.446746,exact,,,,,,,,26,Wismar,,87367948,
traditional,osm,,,Bouygues Télécom,FR,46.611832,0.336344,exact,,,,,,,,,,,87682410,
traditional,osm,,,,GB,52.556204,-0.262759,exact,,,,,,,,,,,87850427,
traditional,osm,,,,GB,52.55587,-0.263938,exact,,,,,,,,,,,87850564,
traditional,osm,,,,GB,52.556281,-0.264072,exact,,,,,,,,,,,87850741,
traditional,osm,Data center,,Ikoula Net SAS,FR,49.233679,4.034522,exact,,,,,,,,,,,88239907,
traditional,osm,,,,DE,51.883952,8.447532,exact,,,,,,,,,,,88425865,
traditional,osm,TAS Group,,TAS Group,FR,43.626882,7.051658,exact,,,,,,,,,,,88505134,
traditional,osm,,,Bouygues Telecom,FR,43.48775,5.35748,exact,,,,,,,,,,,88763366,
traditional,osm,TDF ProxiCenter Aix Marseille,,TDF,FR,43.460597,5.324373,exact,,,,,,,,,Aix-en-Provence,,88765054,
traditional,osm,,,,DE,50.128504,8.602599,exact,,,,,,,,,Frankfurt am Main,,88875243,
traditional,osm,NTT,,NTT,DE,50.130126,8.601108,exact,,,,,,,,,,,88875247,
traditional,osm,,,,DE,50.127931,8.604916,exact,,,,,,,,,Frankfurt am Main,,88875268,
traditional,osm,NTT,,NTT,DE,50.128933,8.600325,exact,,,,,,,,,,,88875270,
traditional,osm,NTT,,NTT,DE,50.129549,8.60092,exact,,,,,,,,,,,88875303,
traditional,osm,NTT,,NTT,DE,50.128805,8.60126,exact,,,,,,,,,,,88875337,
traditional,osm,,,,DE,50.129128,8.59814,exact,,,,,,,,,Frankfurt am Main,,88875362,
traditional,osm,Datacenter Mutualisé Lorrain,,CNRS,FR,48.655969,6.150556,exact,,,,,,,,,,,89056684,
traditional,osm,Insurance Exchange Building,,,US,39.745572,-104.995691,exact,,,,,,,,,Denver,,89784186,
traditional,osm,Microsoft Datacenter,,Microsoft,NL,52.777463,5.030272,exact,,,,,,,,,,,90326566,
traditional,osm,Restore Records Management,,,GB,51.198908,-0.16426,exact,,,,,,,,,,,90550466,
traditional,osm,Datacenter IBM,,IBM,FR,45.836133,3.13776,exact,,,,,,,,,,,91286607,
traditional,osm,Datacenter IBM,,IBM,FR,45.836394,3.137801,exact,,,,,,,,,,,91288538,
traditional,osm,DC Free,,Illiad,FR,45.833225,3.137036,exact,,,,,,,,,,,91290220,
traditional,osm,,,Polkomtel,PL,52.119348,21.015707,exact,,,,,,,,,Warszawa,,93062990,
traditional,osm,Lincoln Rackhouse Maryland,,Lincoln Rackhouse,US,39.058608,-76.964467,exact,,,,,,,,,Silver Spring,,93210344,
traditional,osm,Redcentric Reading,,Redcentric,GB,51.420679,-0.975228,exact,,,,,,,,,Reading,,93845197,
traditional,osm,Actis Data Center,,Actis,CL,-33.812057,-70.748865,exact,,,,,,,,,,,94462720,
traditional,osm,CyrusOne Cincinnati-Lebanon,,,US,39.38897,-84.221853,exact,,,,,,,,,,,95349317,
traditional,osm,,,Bouygues Télécom,FR,49.270291,3.995071,exact,,,,,,,,,,,95431893,
traditional,osm,Rogers Calgary Data Centre 2,,,CA,51.04387,-114.09216,exact,,,,,,,,Calgary_DC2,Calgary,,95770024,
traditional,osm,Equinix NY7 Data Center,,Equinix,US,40.796863,-74.03114,exact,,,,,,,,NY7,North Bergen,,95782052,
traditional,osm,Pulsant,,,GB,51.444881,-0.975899,exact,,,,,,,,,Reading,,96173979,
traditional,osm,Equinix Data Center HE6,,Equinix,FI,60.203124,24.77853,exact,,,,,,,,HE6,Espoo,,96258618,
traditional,osm,Interoute Marseille,,Interoute,FR,43.342793,5.367846,exact,,,,,,,,,,,97768560,
traditional,osm,Verizon Marseille,,Verizon,FR,43.339276,5.366733,exact,,,,,,,,,,,97770086,
traditional,osm,Colt London North Data Centre,,Colt,GB,51.799948,-0.183556,exact,,,,,,,,,Welwyn Garden City,,98134606,
traditional,osm,Edificio de Operaciones,,,CR,10.648338,-85.652585,exact,,,,,,,,,,,98627758,
traditional,osm,Equinix FR8.1,,Equinix,DE,50.098523,8.585937,exact,,,,,,,,,Frankfurt am Main,,98916098,
traditional,osm,Equinix SV4,,Equinix,US,37.414511,-122.014556,exact,,,,,,,,SV4,Sunnyvale,,99813512,
traditional,osm,Verizon - Bloomington Network,,Verizon,US,44.807211,-93.375385,exact,,,,,,,,,Bloomington,,99861735,
traditional,osm,DigiCo SYD1,,DigiCo,AU,-33.875602,151.197698,exact,,,,,,,,SYD1,,,100109132,
traditional,osm,Stellanor London East,,Stellanor Data Centers,GB,51.513946,-0.072474,exact,,,,,,,,,London,,100299967,
traditional,osm,Datacenter des Douanes,,Direction des douanes,FR,49.054156,2.066814,exact,,,,,,,,,,,101166171,
traditional,osm,H5 Data Centers San Antonio,,H5 Data Centers,US,29.429371,-98.486906,exact,,,,,,,,,San Antonio,,102129663,
traditional,osm,OPCORE DC6-2,,OPCORE,FR,49.030152,2.120141,exact,,,,,,,,,,,102446449,
traditional,osm,OPCORE DC5,,OPCORE,FR,49.053765,2.137898,exact,,,,,,,,,,,102449117,
traditional,osm,OPCORE DC6-5,,OPCORE,FR,49.026492,2.126054,exact,,,,,,,,,,,102453250,
traditional,osm,OPCORE DC6-6,,OPCORE,FR,49.028736,2.125192,exact,,,,,,,,,,,102453433,
traditional,osm,OPCORE DC6-3,,OPCORE,FR,49.028937,2.123852,exact,,,,,,,,,,,102465235,
traditional,osm,OPCORE DC6-6,,OPCORE,FR,49.028016,2.126578,exact,,,,,,,,,,,102467679,
traditional,osm,,,Magyar Telekom,HU,47.44207,18.972782,exact,,,,,,,,Budaörs DC,,,103166277,
traditional,osm,Marysville Place,,,CA,45.978243,-66.58879,exact,,,,,,,,,,,103363234,
traditional,osm,Visual Online,,,LU,49.595066,6.223383,exact,,,,,,,,,Contern,,103443262,
traditional,osm,Datum Datacentres (MCR2),,,GB,53.378636,-2.258518,exact,,,,,,,,,,,103482135,
traditional,osm,Green Datacenter Zurich City (Schlieren),,Green Datacenter AG,CH,47.403602,8.437894,exact,,,,,,,,,,,103522199,
traditional,osm,Datacenter France Travail,,France Travail,FR,43.626267,3.909278,exact,,,,,,,,,,,103670545,
traditional,osm,RBS Melville Gate Data Centre,,Natwest Group,GB,55.894298,-3.086616,exact,,,,,,,,,,,103765318,
traditional,osm,Aureon,,,US,41.587993,-93.631014,exact,,,,,,,,,Des Moines,,104082694,
traditional,osm,Salle Serveurs CCCM,,,FR,45.255279,6.396585,exact,,,,,,,,,,,104544854,
traditional,osm,"Rechenzentrum PFALZKOM, DCRN I",,Pfalzkom GmbH,DE,49.426375,8.359395,exact,,,,,,,,,Mutterstadt,,105283862,
traditional,osm,Selectel Berzarina,,Selectel,RU,55.791073,37.467023,exact,,,,,,,,Berzarina,Москва,,105462159,
traditional,osm,Selectel,,,RU,59.887225,30.329131,exact,,,,,,,,,,,105594096,
traditional,osm,,,,FR,48.856633,2.492642,exact,,,,,,,,,,,105708693,
traditional,osm,Google Data Center,,Google,BE,50.467671,3.864462,exact,,,,,,,,,,,106054206,
traditional,osm,Euregiocenter,,,DE,50.790174,6.056785,exact,,,,,,,,,Aachen,,111627511,
traditional,osm,Datacenter IBM,,IBM,FR,48.83258,2.692928,exact,,,,,,,,,,,113167016,
traditional,osm,BNP Paribas Centre de Traitement Informatique (CTI) Marne Nord,,BNP Paribas,FR,48.830276,2.729466,exact,,,,,,,,,,,113172925,
traditional,osm,Euroclear,,Euroclear,FR,48.832046,2.729733,exact,,,,,,,,,,,113174337,
traditional,osm,Datacenter Sirius,,Natixis,FR,48.621372,2.553373,exact,,,,,,,,,,,113457880,
traditional,osm,Datacenter Bouygues Télécom,,Bouygues Telecom,FR,48.794441,2.035772,exact,,,,,,,,,,,113714402,
traditional,osm,Inexio,,,DE,49.318723,6.754363,exact,,,,,,,,,,,114126239,
traditional,osm,,,,RU,55.885466,37.514603,exact,,,,,,,,,Москва,,114275928,
traditional,osm,Telstra London Hosting Centre,,Telstra International,GB,51.494542,-0.018876,exact,,,,,,,,,London,,115238481,
traditional,osm,London Stock Exchange datacenter,,,GB,51.495928,-0.018308,exact,,,,,,,,,London,,115238482,
traditional,osm,BNP Paribas Marne Sud,,BNP Paribas,FR,48.817211,2.642485,exact,,,,,,,,,,,115416148,
traditional,osm,Datacenter Oxya,,Oxya,FR,48.829258,2.587334,exact,,,,,,,,,,,115424116,
traditional,osm,,,,DE,52.148947,11.638059,exact,,,,,,,,,,,115774245,
traditional,osm,,,,DE,52.148857,11.637336,exact,,,,,,,,,,,115774259,
traditional,osm,,,,US,35.588108,-81.262575,exact,,,,,,,,,,,116005354,
traditional,osm,Sungard AS IT,,Sungard AS,FR,48.837167,2.641014,exact,,,,,,,,,,,116113997,
traditional,osm,Euclyde DC6,,Euclyde,FR,48.839208,2.630633,exact,,,,,,,,,,,116116518,
traditional,osm,Sungard AS IT,,Sungard AS,FR,48.836979,2.641907,exact,,,,,,,,,,,116118031,
traditional,osm,,,nLighten France,FR,48.83977,2.628624,exact,,,,,,,,,,,116118217,
traditional,osm,Datacenter Banque de France,,Banque de France,FR,48.841393,2.624573,exact,,,,,,,,,,,116137046,
traditional,osm,Datacenter Banque de France,,Banque de France,FR,48.839061,2.787879,exact,,,,,,,,,,,116195927,
traditional,osm,Reynoldston Cable Landing Station,,Cable & Wireless,GB,51.579362,-4.17521,exact,,,,,,,,,,,117581892,
traditional,osm,Brean Cable Landing Station,,Cable & Wireless,GB,51.28604,-3.013194,exact,,,,,,,,,,,117662106,
